wallet_address,referrer_wallet,current_level,activation_sequence,activation_time,total_nft_claimed
0x23445E809Ac6275FA2c009AD71eBB1ad891A0A4B,0x3C1FF5B4BE2A1FB8c157aF55aa6450eF66D7E242,1,48,3/8/2025 9:44,1
0xED16a6CB18c639122df09312D819Cb5278F259B6,0x3C1FF5B4BE2A1FB8c157aF55aa6450eF66D7E242,1,49,3/8/2025 9:33,1
0x1c23EcD04071d5C992DBcc7093B23C2F51f5cC10,0x3C1FF5B4BE2A1FB8c157aF55aa6450eF66D7E242,2,50,3/14/2025 5:09,2
0x282a9E654fF928Ba8F93dE0e08bE39Cab3953Cfe,0x3d75B2386C20dc35624E8cAd0EAe7fa055459B82,2,51,3/7/2025 5:45,2
0x116e995eFb5d0E61947013c320c242c0B5B7c418,0x282a9E654fF928Ba8F93dE0e08bE39Cab3953Cfe,4,52,3/7/2025 5:56,4
0x26899759be619BE63dA3C300226536B04C155F77,0x116e995eFb5d0E61947013c320c242c0B5B7c418,2,53,3/7/2025 6:08,2
0x79ce5FaE2F9260aef61bD6679733127eFB8bbaBf,0x26899759be619BE63dA3C300226536B04C155F77,1,54,3/7/2025 6:11,1
0xc085201ef7b9AEf99972833ccD0d558D51a6357c,0x116e995eFb5d0E61947013c320c242c0B5B7c418,2,55,3/7/2025 7:45,2
0xbc0C278c0bD085f9291B66A144B619E1F8924d32,0x26899759be619BE63dA3C300226536B04C155F77,3,56,3/7/2025 8:33,3
0x1C6d9B2078491a5038872C8d4db0d13f49C530Ec,0xbc0C278c0bD085f9291B66A144B619E1F8924d32,2,57,3/7/2025 9:03,2
0x928DCcBbbC5D5ADDFD3d8a0263b1D0406EA0CF9a,0x116e995eFb5d0E61947013c320c242c0B5B7c418,2,58,3/7/2025 9:14,2
0x55F1C2C707e50a13D97ef489F40E4810B3164196,0x26899759be619BE63dA3C300226536B04C155F77,1,59,3/7/2025 9:17,1
0x121893374304Bd436d2008484AA523211A4432D2,0x928DCcBbbC5D5ADDFD3d8a0263b1D0406EA0CF9a,1,60,3/7/2025 9:34,1
0xA5C12B1F751394f3aF465491c1b326123baF86ba,0x928DCcBbbC5D5ADDFD3d8a0263b1D0406EA0CF9a,1,61,3/7/2025 9:44,1
0x6EC1aFc29d34f41Af1243ba34bDc7094869539c4,0x928DCcBbbC5D5ADDFD3d8a0263b1D0406EA0CF9a,1,62,3/7/2025 9:51,1
0xCF0dCe6fa0F55651f855029aAf262A6491C6076D,0xc085201ef7b9AEf99972833ccD0d558D51a6357c,1,63,3/7/2025 10:07,1
0x27423E1af3a4856F3C3f1A8Eb15b133F7111730d,0x26899759be619BE63dA3C300226536B04C155F77,1,64,3/7/2025 11:47,1
0x468eCdd8Ecf4f78C5c55d9078Bf5a3f6893A2678,0x121893374304Bd436d2008484AA523211A4432D2,1,65,3/7/2025 13:26,1
0x410711Aa8C650F7D91CAc67180C04A9583008B22,0x79ce5FaE2F9260aef61bD6679733127eFB8bbaBf,1,66,3/7/2025 13:35,1
0x40A551c06b3EAC56CDdb4659816286d36341AFDd,0x468eCdd8Ecf4f78C5c55d9078Bf5a3f6893A2678,1,67,3/7/2025 13:40,1
0x03128A8B5935930e35a0374ff0A128FB3043591F,0x79ce5FaE2F9260aef61bD6679733127eFB8bbaBf,1,68,3/7/2025 13:45,1
0x7176e63fF3dAa2Ce1E90DA83B180D228BafA82dA,0x79ce5FaE2F9260aef61bD6679733127eFB8bbaBf,1,69,3/7/2025 13:51,1
0x9df6926ac3C2802061AE69A9EB3262dD54713CbA,0x27423E1af3a4856F3C3f1A8Eb15b133F7111730d,1,70,3/7/2025 14:03,1
0x4Db12cf2cf535908d4e7C2d3d62F9b3413984757,0x468eCdd8Ecf4f78C5c55d9078Bf5a3f6893A2678,1,71,3/7/2025 14:07,1
0xBBDa236625A46739a1b1e12E11BE981Da201265d,0x468eCdd8Ecf4f78C5c55d9078Bf5a3f6893A2678,1,72,3/7/2025 14:12,1
0x3D661B867cb4316c5D767E3e8A1AFdEeA81Bc9eB,0x9df6926ac3C2802061AE69A9EB3262dD54713CbA,1,73,3/7/2025 14:28,1
0x434802F80A65BD5D00fB545e2AFc8FCcaBA71579,0x9df6926ac3C2802061AE69A9EB3262dD54713CbA,1,74,3/7/2025 14:40,1
0xE7f7A28A734D53639f971986112B828BcB32e9Fe,0x9df6926ac3C2802061AE69A9EB3262dD54713CbA,1,75,3/7/2025 14:46,1
0x6F1D92d3384838Be7059CF3C72E8473FF622df7B,0x3D661B867cb4316c5D767E3e8A1AFdEeA81Bc9eB,1,76,3/7/2025 14:55,1
0x0E2d5254085Da1c6ba8d36Dd56193AEBce1dd07E,0x3D661B867cb4316c5D767E3e8A1AFdEeA81Bc9eB,1,77,3/7/2025 15:05,1
0xB69C17C9166C9A14a8c7B1004C342DD8e97B6CD2,0x03128A8B5935930e35a0374ff0A128FB3043591F,1,78,3/7/2025 15:08,1
0x723ffdf133B55448bcA9Cc19B01F517f479A6DB5,0x317cf121740E680E1Ba7EF93396e10b081b5419A,2,79,3/7/2025 15:12,2
0x95eeaf53a9dbEEce9E4a3B6f120Fd8f76CaF6dA2,0x3D661B867cb4316c5D767E3e8A1AFdEeA81Bc9eB,1,80,3/7/2025 15:16,1
0xcEb05CED72eCe2791fA53491406eAB8f6b174b85,0x03128A8B5935930e35a0374ff0A128FB3043591F,1,81,3/7/2025 15:17,1
0x3a5586Ecc05F13f735ce1e83a28b606B94bD6F7d,0xCF0dCe6fa0F55651f855029aAf262A6491C6076D,1,82,3/7/2025 15:20,1
0xeDf29d521F44388fC0dC5D2c232D354C2b8cF8D2,0x03128A8B5935930e35a0374ff0A128FB3043591F,1,83,3/7/2025 15:21,1
0x90E33092492807A8Cafa2971De66a40C15f31321,0xFC5afb6c72C37B6b6aC5ea1624AA7a10c0A6395e,2,84,3/7/2025 15:24,2
0xB2a86c127dE2007484da86b1c9b1c3872DC3B040,0x3a5586Ecc05F13f735ce1e83a28b606B94bD6F7d,1,85,3/7/2025 15:33,1
0x23bf46055d2703162D82f420837303657f29B369,0x9df6926ac3C2802061AE69A9EB3262dD54713CbA,1,86,3/7/2025 15:44,1
0x5afB0B475cd28552CC81630062Fb219aBe05c008,0x9df6926ac3C2802061AE69A9EB3262dD54713CbA,1,87,3/7/2025 15:53,1
0x856d459a6F6EaB2AE3658aB4771796Aa38b7AdB1,0x9df6926ac3C2802061AE69A9EB3262dD54713CbA,1,88,3/7/2025 16:01,1
0x0Ae84069806858B1Bafa624247dEb2b28194d65D,0x2a7027eF01Cb3E270f05C96178B44a28790e6843,1,89,3/7/2025 16:02,1
0x252bBFcb93A4fa21860Ef2E9D5F5f957f2321486,0x317cf121740E680E1Ba7EF93396e10b081b5419A,1,90,3/7/2025 16:24,1
0x3C136fd39a79C094Da9dF27EE1b8Eb091B8Cd897,0x252bBFcb93A4fa21860Ef2E9D5F5f957f2321486,1,91,3/7/2025 16:52,1
0x4724580202B444A4aEEbeBb1ACdAe24280A6bA2d,0x096A3fCE8eC1C0Ad254f817c75aB6eC4f37C7898,1,92,3/7/2025 16:54,1
0xE5dD3dcfa53B3F3EFe3F5ebad2cf1F53edBb219D,0x723ffdf133B55448bcA9Cc19B01F517f479A6DB5,1,93,3/7/2025 17:29,1
0x174647a711E91EEd4D8c55476e59e58F32C5Df17,0x723ffdf133B55448bcA9Cc19B01F517f479A6DB5,2,94,3/8/2025 1:09,2
0xFA053810FA520244BaF9E2DAf7DCEeDecD8c1d3a,0x723ffdf133B55448bcA9Cc19B01F517f479A6DB5,2,95,3/8/2025 1:16,2
0x0c2460d47FC205683344b3A691F856120d34a0bC,0x410711Aa8C650F7D91CAc67180C04A9583008B22,1,96,3/8/2025 2:03,1
0xd007ffCc2BD452b7c9243Bb16B60561a578039b6,0x410711Aa8C650F7D91CAc67180C04A9583008B22,1,97,3/8/2025 2:22,1
0x5dCe39445692fd9bC10941b12bbe289577B20Dfe,0x410711Aa8C650F7D91CAc67180C04A9583008B22,1,98,3/8/2025 2:26,1
0xd1669C2f27F679709CFC854F8a091110Ef5Ac0B2,0x3a5586Ecc05F13f735ce1e83a28b606B94bD6F7d,1,99,3/8/2025 2:28,1
0x7e2b0c950cFD9E71b91660cD6960220d8D0a8257,0x7176e63fF3dAa2Ce1E90DA83B180D228BafA82dA,1,100,3/8/2025 2:33,1
0x65f6bcD76F905399B4633855C16B820e735b849f,0x7176e63fF3dAa2Ce1E90DA83B180D228BafA82dA,1,101,3/8/2025 2:36,1
0x47b9163054cBEBc171c8A3F315F01583B0843Bc2,0x7176e63fF3dAa2Ce1E90DA83B180D228BafA82dA,1,102,3/8/2025 2:39,1
0xB66b07fDE1c30ecbdBB26F8dBEBFBb59EC7c655e,0x777deD5a5b2795701543F256C69Dad2d5882E38D,2,103,3/8/2025 3:33,2
0xd4817d8432Ab6A5E0551D8caA382D361105f4F91,0x777deD5a5b2795701543F256C69Dad2d5882E38D,2,104,3/8/2025 3:45,2
0x581a67E35472F3bab1Ad498D22074D812DD82a25,0x777deD5a5b2795701543F256C69Dad2d5882E38D,1,105,3/8/2025 3:51,1
0xcd6cA98ead158D510120294a2f95A7cd142F6e55,0xc085201ef7b9AEf99972833ccD0d558D51a6357c,1,106,3/8/2025 3:55,1
0x3788BE7E93d6b751684158a0BBd5f1A31E4fCD6E,0xc085201ef7b9AEf99972833ccD0d558D51a6357c,1,107,3/8/2025 4:16,1
0x941e3298Bb6C9471c5993692589ea0d79b228D73,0x723ffdf133B55448bcA9Cc19B01F517f479A6DB5,1,108,3/8/2025 4:53,1
0x267d6a787a5B04f8b0eDa2530A56412F84F11180,0xB0E30C61Ec5B5E55d0139b3352d2CEcF86B78973,1,109,3/8/2025 5:07,1
0x61B44F86A74F12154aA23fEad1A2D5b76bECC539,0x174647a711E91EEd4D8c55476e59e58F32C5Df17,1,110,3/8/2025 5:33,1
0x19DCCd02805F285648AE9Fe66f9c9c0C5744DAF8,0xbc0C278c0bD085f9291B66A144B619E1F8924d32,2,111,3/8/2025 6:03,2
0xb1d5A6eBb4Bf452AddaF8468F03eA2d6621d0E0C,0xbc0C278c0bD085f9291B66A144B619E1F8924d32,2,112,3/8/2025 6:10,2
0x6B1A69d48559a4004E0F2a69c6DA7C91868F20AA,0x1C6d9B2078491a5038872C8d4db0d13f49C530Ec,1,113,3/8/2025 6:26,1
0xEc6d7c4FBD61B8F5011086394BAD2f329da8C574,0x90E33092492807A8Cafa2971De66a40C15f31321,1,114,3/8/2025 6:41,1
0xc8660639d2F9748A5952234530A9e8bD2b8F7664,0x6B1A69d48559a4004E0F2a69c6DA7C91868F20AA,1,115,3/8/2025 7:00,1
0x2c0E69B521DfBeFc5ed4Abb6cfcb5b41Dde3f5eB,0x121893374304Bd436d2008484AA523211A4432D2,1,116,3/8/2025 7:00,1
0x217062072A64D1A44EB63f85838FF2428b05a5e6,0x2c0E69B521DfBeFc5ed4Abb6cfcb5b41Dde3f5eB,1,117,3/8/2025 7:12,1
0x3873cAb373902aEE2562c22eB2bDb5Aca5698688,0x2c0E69B521DfBeFc5ed4Abb6cfcb5b41Dde3f5eB,1,118,3/8/2025 7:18,1
0x7c194C6C3765a82135de22b4eF5eBf433E62F116,0x2c0E69B521DfBeFc5ed4Abb6cfcb5b41Dde3f5eB,1,119,3/8/2025 7:21,1
0x46aD21F8Bc0AE53a51Ed6dEaC04Ce4fe6E6f6fd1,0xEc6d7c4FBD61B8F5011086394BAD2f329da8C574,1,120,3/8/2025 7:33,1
0x836C6EECc0f5D13386eF90e9fa1b96693be1bFC6,0x3C136fd39a79C094Da9dF27EE1b8Eb091B8Cd897,1,121,3/8/2025 7:45,1
0xadc2c6A228D9C61B96A42A1e96C99f9B63D84483,0x836C6EECc0f5D13386eF90e9fa1b96693be1bFC6,1,122,3/8/2025 7:50,1
0x509EFebbf47e993a8fb0DD2b137F30feAa0476B7,0x3d75B2386C20dc35624E8cAd0EAe7fa055459B82,1,123,3/8/2025 7:57,1
0x6F4D454C5DA24394d79aE03E02147727290fd092,0x3d75B2386C20dc35624E8cAd0EAe7fa055459B82,1,124,3/8/2025 8:02,1
0x0c926Cd1436eD4463Fdc4a1895Ae1095C423b775,0x3d75B2386C20dc35624E8cAd0EAe7fa055459B82,1,125,3/8/2025 8:05,1
0x82C4f3Bf64289BD37886e042A09171c4791c4E23,0x282a9E654fF928Ba8F93dE0e08bE39Cab3953Cfe,1,126,3/8/2025 8:35,1
0xfb3A33cFa56D64F8f89B6fA93250EB36456c7475,0x096A3fCE8eC1C0Ad254f817c75aB6eC4f37C7898,2,127,3/8/2025 9:36,2
0x91a40694c0a2C77D1223b43524cBef41228922d3,0xB66b07fDE1c30ecbdBB26F8dBEBFBb59EC7c655e,1,128,3/8/2025 9:51,1
0x3fE04e80bfD32bF6983C320B18552Eefc97Fd118,0x91a40694c0a2C77D1223b43524cBef41228922d3,1,129,3/8/2025 10:06,1
0xE6cA7460EB77bfFA609ab754044B661EC4ABe739,0x91a40694c0a2C77D1223b43524cBef41228922d3,1,130,3/8/2025 10:11,1
0x914DB84c662DC3406711f779d9848e31D21D9Bfe,0x91a40694c0a2C77D1223b43524cBef41228922d3,1,131,3/8/2025 10:13,1
0xb932aDC061CBef6B4106FB28A23A268B4288c190,0x46aD21F8Bc0AE53a51Ed6dEaC04Ce4fe6E6f6fd1,1,132,3/8/2025 10:16,1
0xF5F6869877f9c44443a9b90A941E16bBFB703229,0xED16a6CB18c639122df09312D819Cb5278F259B6,1,133,3/8/2025 10:21,1
0x937042D50C2947DB774605Fb53aA9d85afef725d,0xED16a6CB18c639122df09312D819Cb5278F259B6,1,134,3/8/2025 10:25,1
0x2e5DE996Ec885FA1a4DA7d815c11EFc763De65f5,0x317cf121740E680E1Ba7EF93396e10b081b5419A,1,135,3/8/2025 10:27,1
0xC0a852bd4F30BF2B13823e5de99Fee1c4c38E596,0xED16a6CB18c639122df09312D819Cb5278F259B6,1,136,3/8/2025 10:28,1
0x9286229Fb0860660Cc4BA2dC009619A293eE6D1d,0xfb3A33cFa56D64F8f89B6fA93250EB36456c7475,2,137,3/8/2025 10:31,2
0x97EEf1f8dAB87f4b3571E0F8E709B0af61D75b6e,0x2e5DE996Ec885FA1a4DA7d815c11EFc763De65f5,1,138,3/8/2025 10:42,1
0xD487847fEAb4036C75a3616593cdd2a6ea6575dd,0x97EEf1f8dAB87f4b3571E0F8E709B0af61D75b6e,1,139,3/8/2025 10:59,1
0xcD1f9492DbBC5d882D6cd5035BA5fB8273A87292,0xD487847fEAb4036C75a3616593cdd2a6ea6575dd,1,140,3/8/2025 11:00,1
0x1d72408dd60db40DEADef9a8C605D6429edc6262,0x27423E1af3a4856F3C3f1A8Eb15b133F7111730d,1,141,3/8/2025 11:09,1
0xe5d34ccb819fC4CFED0b9C4dE113F1Fb0014cBC9,0xC3a44bFA5aE5EA64cb55556698b718215812D969,2,142,3/8/2025 11:11,2
0x549c0fC928274621Dc412D220502476cBdc6E74C,0xcD1f9492DbBC5d882D6cd5035BA5fB8273A87292,1,143,3/8/2025 11:14,1
0x528BC2C781CF4404F4f3B28c457De435046Aaea5,0x549c0fC928274621Dc412D220502476cBdc6E74C,1,144,3/8/2025 11:23,1
0x859584055cde63501f96482193eb4F6E3DEf9294,0xcD1f9492DbBC5d882D6cd5035BA5fB8273A87292,1,145,3/8/2025 11:41,1
0xBBc976E6cA87322df5DBe5fa4Ce96745Bea85Db4,0xF5F6869877f9c44443a9b90A941E16bBFB703229,1,146,3/8/2025 12:30,1
0x2b2f0f89872572D44620aF381b3Fdf95c9707e6d,0xF5F6869877f9c44443a9b90A941E16bBFB703229,1,147,3/8/2025 12:35,1
0xcd2bF7eAa623EeE7a053107dbe091c093685EEaa,0xF5F6869877f9c44443a9b90A941E16bBFB703229,1,148,3/8/2025 12:39,1
0xDC548D68487D8f4eCa74DA6e5F689394376401Fc,0x859584055cde63501f96482193eb4F6E3DEf9294,1,149,3/8/2025 13:21,1
0x47377f80f8CD38BF482Bb8E83b0D984e9F74d337,0x174647a711E91EEd4D8c55476e59e58F32C5Df17,1,150,3/8/2025 13:26,1
0x0e83f3d4a7Df1E7D39723C03563c25370ad15a4c,0x528BC2C781CF4404F4f3B28c457De435046Aaea5,1,151,3/8/2025 14:24,1
0x95088a41a5947b5781dd5E7369CcCDfbb7e9b263,0x59D71bDE3719443C2bD784549Fb75466F57A6adA,1,152,3/8/2025 14:28,1
0x81fC848EAb4F2168Abb851a3664956AF71531B45,0x0e83f3d4a7Df1E7D39723C03563c25370ad15a4c,1,153,3/8/2025 14:31,1
0x314Edb916073b47303C0d707C1dC87a116E3cB6B,0x4724580202B444A4aEEbeBb1ACdAe24280A6bA2d,2,154,3/8/2025 14:34,2
0xcb563b2077f7E9a74Ae0a470458B1dD98213086b,0x0e83f3d4a7Df1E7D39723C03563c25370ad15a4c,1,155,3/8/2025 14:43,1
0xEF229BE704A19c489b935fCeB9A8023483230534,0x314Edb916073b47303C0d707C1dC87a116E3cB6B,1,156,3/8/2025 14:43,1
0xAbaf13Bf11E6561883264EF26468094FE0BA1a3c,0x95088a41a5947b5781dd5E7369CcCDfbb7e9b263,1,157,3/8/2025 14:44,1
0x00DDEB0eba94EdC4D483f7726D171938ADec8C34,0x0e83f3d4a7Df1E7D39723C03563c25370ad15a4c,1,158,3/8/2025 14:49,1
0x6Ed50dd6e42edc3d8e979Cee3b4E9CDd4adC2d0F,0x81fC848EAb4F2168Abb851a3664956AF71531B45,1,159,3/8/2025 14:53,1
0x26e21af9F224DbdcCF682733664e7035f68d9b87,0xAbaf13Bf11E6561883264EF26468094FE0BA1a3c,1,160,3/8/2025 14:53,1
0x8eCC6F3463a4f8D9a312704A61971Fb1648e9DB5,0x314Edb916073b47303C0d707C1dC87a116E3cB6B,1,161,3/8/2025 14:57,1
0xb9aC7D2b8bE87DA37920187402ffD924190A166A,0x26e21af9F224DbdcCF682733664e7035f68d9b87,1,162,3/8/2025 15:01,1
0xB5234d47202d8eE14d6A1FF9125B87abf3Ae0A0a,0x314Edb916073b47303C0d707C1dC87a116E3cB6B,1,163,3/8/2025 15:01,1
0xd1a3ad6B629938a6B70AfA35D63dA7ECd35808e6,0xb9aC7D2b8bE87DA37920187402ffD924190A166A,1,164,3/8/2025 15:08,1
0x18A836c66C6E1552160b95CF10B264689A235DdC,0xEF229BE704A19c489b935fCeB9A8023483230534,2,165,3/8/2025 15:10,2
0x1733556C4d3534349b3DE5d6D17f828E1bf3F1DA,0x6Ed50dd6e42edc3d8e979Cee3b4E9CDd4adC2d0F,1,166,3/8/2025 15:13,1
0x8b1a690fB81741Da584b5E65B3890C93E51312aa,0xd1a3ad6B629938a6B70AfA35D63dA7ECd35808e6,1,167,3/8/2025 15:15,1
0x4476899A7ccFd36cDD6812dbDedce688021fC13a,0x1733556C4d3534349b3DE5d6D17f828E1bf3F1DA,1,168,3/8/2025 15:18,1
0xA6b89C75505177E8d1e1994F91df9e501D3f45d8,0x8b1a690fB81741Da584b5E65B3890C93E51312aa,1,169,3/8/2025 15:23,1
0x25c0f6c022A07A6fB290778099D5F47Ec2dff8Fb,0x1733556C4d3534349b3DE5d6D17f828E1bf3F1DA,1,170,3/8/2025 15:27,1
0xb552f22bBcf3a97dA23736D045ACA359fE989F8A,0x8b1a690fB81741Da584b5E65B3890C93E51312aa,1,171,3/8/2025 15:29,1
0xe1157A8fe79cc47cB206138c8eEAA97b23Ae88F6,0x1733556C4d3534349b3DE5d6D17f828E1bf3F1DA,1,172,3/8/2025 15:33,1
0x1fe8BFFFeB06a54eefb3e6FBDC791Ce0A8DEd38C,0xEF229BE704A19c489b935fCeB9A8023483230534,1,173,3/8/2025 15:33,1
0x0597cC8AAd318A708BF154C21161409ab028702F,0x4476899A7ccFd36cDD6812dbDedce688021fC13a,1,174,3/8/2025 15:35,1
0x5763e62cF32896c18CbbeAb689181E43C54Ab0D5,0x27423E1af3a4856F3C3f1A8Eb15b133F7111730d,1,175,3/8/2025 15:39,1
0xd2aeB6ae762be8F68425b3F02aa4b747897a0039,0x27423E1af3a4856F3C3f1A8Eb15b133F7111730d,1,176,3/8/2025 15:43,1
