User Name,Referrer_User Name,Current Level,Activation sequence,Activation_time,Total NFT claim
A55,A1,1,54,10/15/2025 2:42,
A56,A1,1,55,10/15/2025 2:45,
A57,A1,1,56,10/15/2025 2:48,
A58,A1,1,57,10/15/2025 2:51,
A59,A1,1,58,10/15/2025 2:54,
A60,A1,1,59,10/15/2025 2:57,
A61,A1,1,60,10/15/2025 3:00,
A62,A1,1,61,10/15/2025 3:03,
A63,A1,1,62,10/15/2025 3:06,
A64,A1,1,63,10/15/2025 3:09,
A65,A1,1,64,10/15/2025 3:12,
A66,A1,1,65,10/15/2025 3:15,
A67,A1,1,66,10/15/2025 3:18,
A68,A1,1,67,10/15/2025 3:21,
A69,A1,1,68,10/15/2025 3:24,
A70,A1,1,69,10/15/2025 3:27,
A71,A1,1,70,10/15/2025 3:30,
A72,A1,1,71,10/15/2025 3:33,
A73,A1,1,72,10/15/2025 3:36,
A74,A1,1,73,10/15/2025 3:39,
A75,A1,1,74,10/15/2025 3:42,
A76,A1,1,75,10/15/2025 3:45,
A77,A1,1,76,10/15/2025 3:48,
A78,A1,1,77,10/15/2025 3:51,
A79,A1,1,78,10/15/2025 3:54,
A80,A1,1,79,10/15/2025 3:57,
A81,A1,1,80,10/15/2025 4:00,
A82,A1,1,81,10/15/2025 4:03,
A83,A1,1,82,10/15/2025 4:06,
A84,A1,1,83,10/15/2025 4:09,
A85,A1,1,84,10/15/2025 4:12,
A86,A1,1,85,10/15/2025 4:15,
A87,A1,1,86,10/15/2025 4:18,
A88,A1,1,87,10/15/2025 4:21,
A89,A1,1,88,10/15/2025 4:24,
A90,A1,1,89,10/15/2025 4:27,
A91,A1,1,90,10/15/2025 4:30,
A92,A1,1,91,10/15/2025 4:33,
A93,A1,1,92,10/15/2025 4:36,
A94,A1,1,93,10/15/2025 4:39,
A95,A1,1,94,10/15/2025 4:42,
A96,A1,1,95,10/15/2025 4:45,
A97,A1,1,96,10/15/2025 4:48,
A98,A1,1,97,10/15/2025 4:51,
A99,A1,1,98,10/15/2025 4:54,
A100,A1,1,99,10/15/2025 4:57,
A101,A1,1,100,10/15/2025 5:00,
A102,A1,1,101,10/15/2025 5:03,
A103,A1,1,102,10/15/2025 5:06,
A104,A1,1,103,10/15/2025 5:09,
A105,A1,1,104,10/15/2025 5:12,
A106,A1,1,105,10/15/2025 5:15,
A107,A1,1,106,10/15/2025 5:18,
A108,A1,1,107,10/15/2025 5:21,
A109,A1,1,108,10/15/2025 5:24,
A110,A1,1,109,10/15/2025 5:27,
A111,A1,1,110,10/15/2025 5:30,
A112,A1,1,111,10/15/2025 5:33,
A113,A1,1,112,10/15/2025 5:36,
A114,A1,1,113,10/15/2025 5:39,
A115,A1,1,114,10/15/2025 5:42,
A116,A1,1,115,10/15/2025 5:45,
A117,A1,1,116,10/15/2025 5:48,
A118,A1,1,117,10/15/2025 5:51,
A119,A1,1,118,10/15/2025 5:54,
A120,A1,1,119,10/15/2025 5:57,
A121,A1,1,120,10/15/2025 6:00,
A122,A1,1,121,10/15/2025 6:03,
A123,A1,1,122,10/15/2025 6:06,
A124,A1,1,123,10/15/2025 6:09,
A125,A1,1,124,10/15/2025 6:12,
A126,A1,1,125,10/15/2025 6:15,
A127,A1,1,126,10/15/2025 6:18,
A128,A1,1,127,10/15/2025 6:21,
A129,A1,1,128,10/15/2025 6:24,
A130,A1,1,129,10/15/2025 6:27,
A131,A1,1,130,10/15/2025 6:30,
A132,A1,1,131,10/15/2025 6:33,
A133,A1,1,132,10/15/2025 6:36,
A134,A1,1,133,10/15/2025 6:39,
A135,A1,1,134,10/15/2025 6:42,
A136,A1,1,135,10/15/2025 6:45,
A137,A1,1,136,10/15/2025 6:48,
A138,A1,1,137,10/15/2025 6:51,
A139,A1,1,138,10/15/2025 6:54,
A140,A1,1,139,10/15/2025 6:57,
A141,A1,1,140,10/15/2025 7:00,
A142,A1,1,141,10/15/2025 7:03,
A143,A1,1,142,10/15/2025 7:06,
A144,A1,1,143,10/15/2025 7:09,
A145,A1,1,144,10/15/2025 7:12,
A146,A1,1,145,10/15/2025 7:15,
A147,A1,1,146,10/15/2025 7:18,
A148,A1,1,147,10/15/2025 7:21,
A149,A1,1,148,10/15/2025 7:24,
A150,A1,1,149,10/15/2025 7:27,
A151,A1,1,150,10/15/2025 7:30,
A152,A1,1,151,10/15/2025 7:33,
A153,A1,1,152,10/15/2025 7:36,
A154,A1,1,153,10/15/2025 7:39,
A155,A1,1,154,10/15/2025 7:42,
A156,A1,1,155,10/15/2025 7:45,
A157,A1,1,156,10/15/2025 7:48,
A158,A1,1,157,10/15/2025 7:51,
A159,A1,1,158,10/15/2025 7:54,
A160,A1,1,159,10/15/2025 7:57,
A161,A1,1,160,10/15/2025 8:00,
A162,A1,1,161,10/15/2025 8:03,
A163,A1,1,162,10/15/2025 8:06,
A164,A1,1,163,10/15/2025 8:09,
A165,A1,1,164,10/15/2025 8:12,
A166,A1,1,165,10/15/2025 8:15,
A167,A1,1,166,10/15/2025 8:18,
A168,A1,1,167,10/15/2025 8:21,
A169,A1,1,168,10/15/2025 8:24,
A170,A1,1,169,10/15/2025 8:27,
A171,A1,1,170,10/15/2025 8:30,
A172,A1,1,171,10/15/2025 8:33,
A173,A1,1,172,10/15/2025 8:36,
A174,A1,1,173,10/15/2025 8:39,
A175,A1,1,174,10/15/2025 8:42,
A176,A1,1,175,10/15/2025 8:45,
A177,A1,1,176,10/15/2025 8:48,
A178,A1,1,177,10/15/2025 8:51,
A179,A1,1,178,10/15/2025 8:54,
A180,A1,1,179,10/15/2025 8:57,
A181,A1,1,180,10/15/2025 9:00,
A182,A1,1,181,10/15/2025 9:03,
A183,A1,1,182,10/15/2025 9:06,
A184,A1,1,183,10/15/2025 9:09,
A185,A1,1,184,10/15/2025 9:12,
A186,A1,1,185,10/15/2025 9:15,
A187,A1,1,186,10/15/2025 9:18,
A188,A1,1,187,10/15/2025 9:21,
A189,A1,1,188,10/15/2025 9:24,
A190,A1,1,189,10/15/2025 9:27,
A191,A1,1,190,10/15/2025 9:30,
A192,A1,1,191,10/15/2025 9:33,
A193,A1,1,192,10/15/2025 9:36,
A194,A1,1,193,10/15/2025 9:39,
A195,A1,1,194,10/15/2025 9:42,
A196,A1,1,195,10/15/2025 9:45,
A197,A1,1,196,10/15/2025 9:48,
A198,A1,1,197,10/15/2025 9:51,
A199,A1,1,198,10/15/2025 9:54,
A200,A1,1,199,10/15/2025 9:57,
A201,A1,1,200,10/15/2025 10:00,
A202,A1,1,201,10/15/2025 10:03,
A203,A1,1,202,10/15/2025 10:06,
A204,A1,1,203,10/15/2025 10:09,
A205,A1,1,204,10/15/2025 10:12,
A206,A1,1,205,10/15/2025 10:15,
A207,A1,1,206,10/15/2025 10:18,
A208,A1,1,207,10/15/2025 10:21,
A209,A1,1,208,10/15/2025 10:24,
A210,A1,1,209,10/15/2025 10:27,
A211,A1,1,210,10/15/2025 10:30,
A212,A1,1,211,10/15/2025 10:33,
A213,A1,1,212,10/15/2025 10:36,
A214,A1,1,213,10/15/2025 10:39,
A215,A1,1,214,10/15/2025 10:42,
A216,A1,1,215,10/15/2025 10:45,
A217,A1,1,216,10/15/2025 10:48,
A218,A1,1,217,10/15/2025 10:51,
A219,A1,1,218,10/15/2025 10:54,
A220,A1,1,219,10/15/2025 10:57,
A221,A1,1,220,10/15/2025 11:00,
A222,A1,1,221,10/15/2025 11:03,
A223,A1,1,222,10/15/2025 11:06,
A224,A1,1,223,10/15/2025 11:09,
A225,A1,1,224,10/15/2025 11:12,
A226,A1,1,225,10/15/2025 11:15,
A227,A1,1,226,10/15/2025 11:18,
A228,A1,1,227,10/15/2025 11:21,
A229,A1,1,228,10/15/2025 11:24,
A230,A1,1,229,10/15/2025 11:27,
A231,A1,1,230,10/15/2025 11:30,
A232,A1,1,231,10/15/2025 11:33,
A233,A1,1,232,10/15/2025 11:36,
A234,A1,1,233,10/15/2025 11:39,
A235,A1,1,234,10/15/2025 11:42,
A236,A1,1,235,10/15/2025 11:45,
A237,A1,1,236,10/15/2025 11:48,
A238,A1,1,237,10/15/2025 11:51,
A239,A1,1,238,10/15/2025 11:54,
A240,A1,1,239,10/15/2025 11:57,
A241,A1,1,240,10/15/2025 12:00,
A242,A1,1,241,10/15/2025 12:03,
A243,A1,1,242,10/15/2025 12:06,
A244,A1,1,243,10/15/2025 12:09,
A245,A1,1,244,10/15/2025 12:12,
A246,A1,1,245,10/15/2025 12:15,
A247,A1,1,246,10/15/2025 12:18,
A248,A1,1,247,10/15/2025 12:21,
A249,A1,1,248,10/15/2025 12:24,
A250,A1,1,249,10/15/2025 12:27,
A251,A1,1,250,10/15/2025 12:30,
A252,A1,1,251,10/15/2025 12:33,
A253,A1,1,252,10/15/2025 12:36,
A254,A1,1,253,10/15/2025 12:39,
A255,A1,1,254,10/15/2025 12:42,
A256,A1,1,255,10/15/2025 12:45,
A257,A1,1,256,10/15/2025 12:48,
A258,A1,1,257,10/15/2025 12:51,
A259,A1,1,258,10/15/2025 12:54,
A260,A1,1,259,10/15/2025 12:57,
A261,A1,1,260,10/15/2025 13:00,
A262,A1,1,261,10/15/2025 13:03,
A263,A1,1,262,10/15/2025 13:06,
A264,A1,1,263,10/15/2025 13:09,
A265,A1,1,264,10/15/2025 13:12,
A266,A1,1,265,10/15/2025 13:15,
A267,A1,1,266,10/15/2025 13:18,
A268,A1,1,267,10/15/2025 13:21,
A269,A1,1,268,10/15/2025 13:24,
A270,A1,1,269,10/15/2025 13:27,
A271,A1,1,270,10/15/2025 13:30,
A272,A1,1,271,10/15/2025 13:33,
A273,A1,1,272,10/15/2025 13:36,
A274,A1,1,273,10/15/2025 13:39,
A275,A1,1,274,10/15/2025 13:42,
A276,A1,1,275,10/15/2025 13:45,
A277,A1,1,276,10/15/2025 13:48,
A278,A1,1,277,10/15/2025 13:51,
A279,A1,1,278,10/15/2025 13:54,
A280,A1,1,279,10/15/2025 13:57,
A281,A1,1,280,10/15/2025 14:00,
A282,A1,1,281,10/15/2025 14:03,
A283,A1,1,282,10/15/2025 14:06,
A284,A1,1,283,10/15/2025 14:09,
A285,A1,1,284,10/15/2025 14:12,
A286,A1,1,285,10/15/2025 14:15,
A287,A1,1,286,10/15/2025 14:18,
A288,A1,1,287,10/15/2025 14:21,
A289,A1,1,288,10/15/2025 14:24,
A290,A1,1,289,10/15/2025 14:27,
A291,A1,1,290,10/15/2025 14:30,
A292,A1,1,291,10/15/2025 14:33,
A293,A1,1,292,10/15/2025 14:36,
A294,A1,1,293,10/15/2025 14:39,
A295,A1,1,294,10/15/2025 14:42,
A296,A1,1,295,10/15/2025 14:45,
A297,A1,1,296,10/15/2025 14:48,
A298,A1,1,297,10/15/2025 14:51,
A299,A1,1,298,10/15/2025 14:54,
A300,A1,1,299,10/15/2025 14:57,
A301,A1,1,300,10/15/2025 15:00,
A302,A1,1,301,10/15/2025 15:03,
A303,A1,1,302,10/15/2025 15:06,
A304,A1,1,303,10/15/2025 15:09,
A305,A1,1,304,10/15/2025 15:12,
A306,A1,1,305,10/15/2025 15:15,
A307,A1,1,306,10/15/2025 15:18,
A308,A1,1,307,10/15/2025 15:21,
A309,A1,1,308,10/15/2025 15:24,
A310,A1,1,309,10/15/2025 15:27,
A311,A1,1,310,10/15/2025 15:30,
A312,A1,1,311,10/15/2025 15:33,
A313,A1,1,312,10/15/2025 15:36,
A314,A1,1,313,10/15/2025 15:39,
A315,A1,1,314,10/15/2025 15:42,
A316,A1,1,315,10/15/2025 15:45,
A317,A1,1,316,10/15/2025 15:48,
A318,A1,1,317,10/15/2025 15:51,
A319,A1,1,318,10/15/2025 15:54,
A320,A1,1,319,10/15/2025 15:57,
A321,A1,1,320,10/15/2025 16:00,
A322,A1,1,321,10/15/2025 16:03,
A323,A1,1,322,10/15/2025 16:06,
A324,A1,1,323,10/15/2025 16:09,
A325,A1,1,324,10/15/2025 16:12,
A326,A1,1,325,10/15/2025 16:15,
A327,A1,1,326,10/15/2025 16:18,
A328,A1,1,327,10/15/2025 16:21,
A329,A1,1,328,10/15/2025 16:24,
A330,A1,1,329,10/15/2025 16:27,
A331,A1,1,330,10/15/2025 16:30,
A332,A1,1,331,10/15/2025 16:33,
A333,A1,1,332,10/15/2025 16:36,
A334,A1,1,333,10/15/2025 16:39,
A335,A1,1,334,10/15/2025 16:42,
A336,A1,1,335,10/15/2025 16:45,
A337,A1,1,336,10/15/2025 16:48,
A338,A1,1,337,10/15/2025 16:51,
A339,A1,1,338,10/15/2025 16:54,
A340,A1,1,339,10/15/2025 16:57,
A341,A1,1,340,10/15/2025 17:00,
A342,A1,1,341,10/15/2025 17:03,
A343,A1,1,342,10/15/2025 17:06,
A344,A1,1,343,10/15/2025 17:09,
A345,A1,1,344,10/15/2025 17:12,
A346,A1,1,345,10/15/2025 17:15,
A347,A1,1,346,10/15/2025 17:18,
A348,A1,1,347,10/15/2025 17:21,
A349,A1,1,348,10/15/2025 17:24,
A350,A1,1,349,10/15/2025 17:27,
A351,A1,1,350,10/15/2025 17:30,
A352,A1,1,351,10/15/2025 17:33,
A353,A1,1,352,10/15/2025 17:36,
A354,A1,1,353,10/15/2025 17:39,
A355,A1,1,354,10/15/2025 17:42,
A356,A1,1,355,10/15/2025 17:45,
A357,A1,1,356,10/15/2025 17:48,
A358,A1,1,357,10/15/2025 17:51,
A359,A1,1,358,10/15/2025 17:54,
A360,A1,1,359,10/15/2025 17:57,
A361,A1,1,360,10/15/2025 18:00,
A362,A1,1,361,10/15/2025 18:03,
A363,A1,1,362,10/15/2025 18:06,
A364,A1,1,363,10/15/2025 18:09,
